phonemes,prediction,ground_truth,time_ms,tokens_in,tokens_out
DH AH  |  N EY B ER  |  AH K AO S  |  DH AH  |  S T R IY T  |  JH AH S T  |  M UW V D  |  IH N  | ,The neighbors across the street just moved in.,The neighbor across the street just moved in.,693.83,113,9
AH  |  N AH S ER AH L  |  G EY S  |  IH K S P L OW ZH AH N  | ,A natural gas explosion.,A natural gas explosion.,736.54,92,5
SH IY  |  W AA Z  |  D IH L IH V AH N  |  DH AH  |  N EH K S T  |  D EY  | ,She was delivered the next day.,She was delivered the next day.,672.95,100,7
AY  |  W AO D AH N T  |  S EY  |  IH T S  |  AE Z  |  B AE D  |  AE Z  |  N UW  |  Y UW  | ,I wouldn't say it's as bad as New York.,I wouldn't say it's as bad as New York.,769.22,110,10
HH IY  |  K UH D  |  G EH T  |  HH ER T  | ,He could get hurt.,He could get hurt.,627.17,84,5
S AH M  |  AH V  |  DH EH M  |  AA R  |  AW ER  |  P R AA B L AH M Z  | ,Some of them are our problems.,Some of them are our problems.,806.17,98,7
HH UW  |  W AH D  |  DH EY  |  AE S K  |  F AO R  |  L AA F AH JH EY SH AH N  | ,Who would they ask for authorization?,Who would they ask for clarification?,809.88,101,7
W IY  |  AO L  |  L AY K  |  M AY  |  OW L D AH S T  |  B R AH DH ER  | ,We all like my oldest brother.,We all like my oldest brother.,744.32,99,7
D IH D  |  Y UW  |  S IY  |  EH N IY  |  AH V  |  DH OW Z  | ,Did you see any of those?,Did you see any of those?,667.66,95,7
D OW N T  |  Y UW  |  HH EY T  |  DH AE T  | ,Don't you hate that?,Don't you hate that?,633.31,84,5
IH T  |  W UH D  |  B IY  |  N AY S  |  IH F  |  DH AH  |  K UH D  |  DH AE T  |  DH EH M  |  T AH G EH DH ER  | ,It would be nice if they could get them together.,It would be nice if they could get them together.,834.17,120,11
B AH T  |  D UW  |  Y UW  |  TH IH NG K  |  P IY L  |  G EY T S  |  SH UH D  |  R IH Z AY N  | ,But do you think Bill Gates should resign?,But do you think Bill Gates should resign?,1017.02,111,9
W IY  |  N AA T  |  HH AE F  |  W IY  |  P R IH T R IY N  |  HH IY R  |  AH N D  |  DH EH R  | ,Why not have a printing here and there?,We met half way between here and there.,819.54,114,9
AY M  |  G EH T IH NG  |  AH  |  G AA T  |  V IH L IY  |  HH IY R  | ,I'm getting a good feeling here.,I'm getting a gut feeling here.,738.41,98,7
T AH N  |  IH T  |  R EH N T AH F AY  |  DH AH  |  K AA S T  | ,Can it justify the cost?,Does it justify the cost?,789.47,93,6
W EH L  |  IH Z  |  IY NG L IH NG  |  T EY  |  IH T  |  IY Z IY  | ,"Well, as English, say it easy.",While it's healing take it easy.,698.99,98,9
S OW  |  DH AE T S  |  G AA T  |  OW V ER B AA D IY  |  IH K S AO R T IH D  | ,So that's got everybody excited.,So that's got everybody excited.,1047.0,100,6
D IH D AH N T  |  M IY N  |  T UW  |  G AA T  |  Y UW  |  AO F  |  DH EH R  | ,Didn't mean to cut you off there.,Didn't mean to cut you off there.,731.21,103,8
DH IY Z  |  G AA R Z  |  JH AH S T  |  W AH T  |  AH N T IH S SH AH N  | ,These cars just want attention.,These guys just want attention.,909.1,99,6
T UW  |  R IH L IY  |  CH IH L AH N JH  |  DH EH M  | ,To really challenge them.,To really challenge them.,725.87,89,5
K AH M P IY N  |  DH IH NG S  |  K AH N T AY Z  |  IH Z  |  Y UW ZH AH W AH L IY  |  DH AH  |  W EY  |  T UW  |  G OW  | ,"Competing things, quantize, is usually the way to go.",Keeping things concise is usually the way to go.,910.37,124,14
W EH N  |  AY  |  HH AE D  |  M AY  |  M AE G AH Z IY N Z  |  AE T  |  HH OW M  | ,When I had my magazines at home.,When I had my magazines at home.,693.42,104,8
DH AE T S  |  R IH L IY  |  F AH N IY  |  B AH T  |  AO L S OW  |  D IH S T OW B IH NG  | ,That's really funny but also disturbing.,That's really funny but also disturbing.,699.01,107,7
IH  |  IH T  |  IY Z IH NG  |  G UW Z  |  OW L  |  OW L  |  N AO R  | ,"It is a goose, owl, owl, nor.",I hope everything works out up there.,824.48,99,11
IH  |  AH  |  L IY Z  |  DH AH  |  DH IH S  |  T IH G EY SH AH N  | ,In early this decade.,Are you pleased with this decision?,647.23,96,5
DH AH  |  D UW G  |  IH Z  |  JH AH S T  |  OW V L ER IY  |  DH AH  |  HH IY L  |  HH IY R  | ,The dog is just over the hill here.,The town is just over the hill here.,970.07,112,9
IH T  |  IH Z  |  D IH T AH T L L IY  |  D IH G L AH Z  | ,It is digitally digloss.,It is totally ridiculous.,689.1,91,6
IH T  |  AH DH ER  |  M OW S T  |  DH AH  |  IH Z  |  JH OY IH NG  |  T UW  |  B IY K  | ,It and most the is going to be.,"In other words, there is a choice to make.",828.97,109,9
DH AE T  |  D UW  |  DH AH  |  F R AH M  |  B IH G  |  Y AO R  | ,That do the from big yard.,That does not seem quite fair.,675.14,95,7
DH IH T  |  IH Z  |  AA M ER G ER T IY  | ,This is our duty.,That is horrible.,665.69,82,5
F UH L  |  DH AH  |  JH AA G  |  T UW  |  DH AH  |  T AA G  |  W IH DH  |  B OW L IH NG  |  W AO T ER  | ,Pull the jug to the top with boiling water.,Fill the jar to the top with boiling water.,676.61,115,10
IH T  |  W IH Z  |  AH  |  P R OY Z  |  T EH N  |  F IH F B AH L  |  G EY M  | ,It was a close ten football game.,It was a prime time football game.,677.11,104,8
B AE T  |  T UW  |  S AE K AH G OW  | ,Back to Sacagawea.,Not too long ago.,753.48,80,7
IY  |  IH Z  |  HH AO D  |  P L IH L IY  |  G IH D  |  L AO K  |  DH IH S  |  Y IH R  | ,Is hot chili good luck this year?,She has had really good luck this year.,884.17,109,8
AY  |  W EH N  |  P AE K  |  T UW  |  S K UW R  |  AH  |  D  |  G AA T  |  M IY  |  M IH S T AH Z  |  D IH G R IY  | ,I want you to score a good mark in your master's degree.,I went back to school and got my Master's degree.,835.93,126,13
AY  |  HH OW P  |  AH DH ER TH IH NG  |  W AH CH  |  AW T  |  AH P  |  DH EH R  | ,I hope everything works out up there.,I hope everything works out up there.,724.63,101,8
AY  |  Y UW  |  P L EY Z  |  DH AH  |  DH IH S  |  IH Z  |  T AH M EY ZH AH N  | ,"Hi, you guys, this is amazing!",Are you pleased with this decision?,810.27,103,9
DH AH  |  T AW N  |  IH Z  |  JH AH S T  |  OW V ER  |  DH AH  |  IH L  |  HH IY R  | ,The town is just over the hill here.,The town is just over the hill here.,908.25,107,9
IH T  |  IH Z  |  T EH T AH L IY  |  R AH N IH SH AH N  |  L AE S  | ,It is totally runny nose class.,It is totally ridiculous.,703.16,96,8
IH T  |  AH DH ER  |  W OW Z D Z  |  DH EH R  |  IH Z  |  AH  |  JH R OY  |  T UW  |  P EY K  | ,"In other words, there is a joy to bake.","In other words, there is a choice to make.",728.8,113,11
DH AE T  |  D IH Z  |  DH AE T  |  S EY M  |  W AA T  |  F EH R  | ,That is that same word form.,That does not seem quite fair.,751.84,96,7
DH AE T  |  IH Z  |  K EH R AH B IH T ER  | ,That is coriander.,That is horrible.,942.46,82,4
F IY L  |  DH AH  |  T R AY  |  T UW  |  DH AH  |  T AA M  |  W IH DH  |  B L OY IH NG  |  M AE T ER  | ,Feel the try to the top with boiling water.,Fill the jar to the top with boiling water.,991.32,116,10
IH T  |  W AA Z  |  AH  |  B IH G  |  T AY M  |  S ER K AH L  |  G EY M  | ,It was a big time soccer game.,It was a prime time football game.,765.91,101,8
B AH T  |  T UW  |  L AO K  |  AH G OW  | ,But to lock a goal.,Not too long ago.,759.21,83,6
SH IY  |  AH V  |  HH AE D  |  P R IH T IY  |  G UH D  |  L AY K  |  DH IH S  |  Y IH R  | ,She has had pretty good luck this year.,She has had really good luck this year.,828.04,110,9
AY  |  W EH N T  |  B AY  |  T UW  |  S K AO L  |  AH N D  |  G AA N  |  M AY  |  W ER S AH Z  |  D IH G R IY  | ,I went back to school and got my master's degree.,I went back to school and got my Master's degree.,926.62,122,11
IH N  |  DH AH  |  N EH K S T  |  M AY V  |  Y IH R Z  | ,In the next five years.,In the next five years.,702.14,91,6
G AE L AH JH  |  R EH D IH D  |  F AO R  |  K AH M P IH N AH T IY  |  S ER V AH S  |  IH Z  |  AH  |  G UH D  |  AY D IY AH  | ,College credit for community service is a good idea.,College credit for community service is a good idea.,831.14,127,10
EH K S IH K AH L  |  AH N D  |  R IH G IH JH SH AH S  |  F IY L D Z  |  AA N D  |  N IY D  |  AH N D  |  M EH ZH ER  | ,Physical and rigorous fields of need and measure.,Ethical and religious views on need and pleasure.,848.63,124,9
DH AH  |  D AE V AA L D EH N T  |  AE F ER Z  |  F AH N IH N SH AH L  |  S IH P AH S AH Z  | ,The development offers financial support.,The government offers financial services.,718.0,105,6
M IH S  |  S AH M  |  R IY M  |  S AO S  |  W IH DH  |  IH T  |  AH N D  |  B OY  |  IH T  |  OW V ER  |  W EY S  | ,Mix some cream sauce with it and pour it over rice.,Mix some cream sauce with it and pour it over rice.,921.6,125,12
B IY P AH L  |  AA R  |  S T R AE M P IH NG  |  AW T  |  AH V  |  S K UW R  | ,People are streaming out of school.,People are dropping out of school.,859.72,102,7
AE Z  |  N UW D  |  AE Z  |  AY  |  HH AE D  |  DH EH M  | ,As soon as I had them.,As soon as I had them.,758.02,92,7
AY  |  W AA Z  |  T AY R IY AH D  |  D UH R IH NG  |  DH AE T  |  AO L  |  M EY N TH  | ,I was tired during that whole month.,I was tired during that whole month.,699.09,106,8
W IY  |  HH OW P  |  Y UW  |  EH N JH OY  |  Y AO R  |  S T EY  | ,We hope you enjoy your stay.,We hope you enjoy your stay!,689.2,98,7
W IY  |  AA R  |  N AA T  |  T R EH IH NG  |  T UW  |  R EH S EH N T  |  DH EH M  |  AO R  |  EH N IY TH IH NG  | ,We are not trying to resent them or anything.,We are not trying to mistreat them or anything.,780.19,120,10
HH AW  |  K AE N  |  AY  |  AH B OY N T  |  B IY  |  IH N V EH D T IH D  |  B AY  |  AH  |  V ER AH S  | ,How can a company be invented by a virus?,How can I avoid being infected by a virus?,804.49,117,10
Y UW  |  D OW N T  |  HH AE V  |  T UW  |  B IY  |  AE N  |  EH P S B AH N D  |  T UW  |  L EY  |  DH IH S  |  G EY M  | ,You don't have to be an expert to play this game.,You don't have to be an expert to play this game.,843.37,126,12
AY  |  L IY V  |  IH N  |  AH  |  F AA L M IH NG  |  K AH M UW T N AH T IY  | ,I live in a farming community.,I live in a farming community.,789.0,102,7
D UW  |  Y UW  |  HH AE V  |  EH N IY  |  F AY N D Z  |  W IH DH  |  OW L D ER  |  T R IH B R AH N  | ,Do you have any friends with older children?,Do you have any friends with older children?,1133.59,114,9
W EH N  |  TH IH NG Z  |  D OW N T  |  G OW  |  R AY T  |  Y UW  |  HH AE V  |  T UW  |  EH N JH OY S T  | ,When things don't go right you have to adjust.,When things don't go right you have to adjust.,792.59,118,10
W AH T  |  SH UH D  |  AY  |  D UW  | ,What should I do?,What should I do?,1094.18,81,5
DH AH  |  F AH S T  |  D EH M P EH N SH EY SH AH N  |  AH V  |  AH  |  CH AA R CH  |  R IY N  |  D IH S L OW L  | ,The vast dimensions of a church ruin dismal.,The first demonstration of a touch screen display.,730.56,118,10
N AA T  |  IH N  |  AH  |  S IH V ER L AY S  |  S OW S AY IH B IY  | ,Not in a civilized society.,Not in a civilized society.,734.87,96,6
AH N D  |  DH EY  |  R IH L IY  |  S EY M  |  W AY Z  | ,And they really same wise.,And they really seem wise.,922.3,91,6
IH F  |  Y UW  |  M EY N  |  S AH M  |  M AO R  |  S T AH F  | ,If you make some more stuff.,If you bring some more stuff.,835.58,95,7
DH EH R  |  N AA T  |  R IH L IY  |  IY V IH N  |  P AA R T IH S AH P IH T IH NG  | ,They're not really even participating.,They're not really even participating.,676.93,103,6
N AA T  |  W IY  |  AO L  |  DH AH  |  AH DH ER  |  TH IH NG Z  |  G OW IH NG  |  AA N  |  D IH T EY  | ,Not with all the other things going on today.,Not with all the other things going on today.,656.59,114,10
W IY  |  Y UW S D  |  T UW  |  AO L W EY Z  |  EH N JH OY  |  W AA CH IH NG  |  DH AE T  |  SH OW  | ,We used to always enjoy watching that show.,We used to always enjoy watching that show.,766.82,114,9
Y UW  |  G OW  |  AA N  |  AE T S AY D  |  AH N D  |  P L EY  | ,You go on outside and play.,You go on outside and play.,852.34,95,7
S OW  |  D UW  |  Y UW  |  L AY K  |  Y AO R  |  N UW  |  D R AH K  | ,So do you like your new job?,So do you like your new truck?,742.46,99,8
DH EH V  |  S T AA R T IH D  |  AH  |  T R AH G  |  T EH S T IH NG  |  P AA L AH S IY  | ,They've started a drug testing policy.,They've started a drug testing policy.,728.49,106,8
AY  |  TH IH NG K  |  DH EH R Z  |  AH B AW T  |  S EH V AH N T IY  |  F AY V  |  B IY N AH L  |  HH IY R  | ,I think there's about seventy five people here.,I think there's about seventy five people here.,703.84,118,9
R AH T ER F ER  |  DH EY  |  T AO G  |  Y UW  |  IH Z  |  AH  |  L AY  | ,"Rutherford, they talk you is a lie.",Whatever they tell you is a lie.,1320.41,99,10
DH EY  |  K AE N T  |  T UW  |  AE Z  |  T UW  |  AH P  |  AH  |  G AH M  | ,They can't do as good a job.,They can't do as good of a job.,743.42,102,8
EH V R IY B AA D IY  |  IH Z  |  S IH T  |  HH IY R  |  S T AH M IH NG  | ,"Everybody is just here, sitting, stumming.",Everybody is sitting here screaming.,860.43,100,10
AY  |  JH AH S T  |  K AE N  |  T UW  |  DH OW Z  |  S T AY P  |  S AH M  |  P AE N AH L Z  | ,I just can't do those type of panels.,I just can't do those types of puzzles.,734.34,111,9
IH F  |  DH EH R  |  K R IH D Z  |  AA R  |  EH V R IY  |  DH AH R  |  N IY  |  DH AH  |  AA R  |  T UW  |  SH AY D  | ,"If their kids are every other knee, there are two sides.",If their skirts are above the knee they are too short.,772.98,125,13
AY  |  L AO NG  |  AE V  |  Y UW  |  TH L IY V D  |  IH N  |  DH IH S  |  AO F S  | ,How long have you lived in this house?,How long have you lived in this house?,879.39,106,9
IH K S R IY ZH AH N L IY  |  IH F  |  G IY D Z  |  AH  |  R IH T IY  |  IH F EH N D ER  | ,"Occasionally, if kids are really offended.",Especially if he's a repeat offender.,820.41,110,10
S AH M  |  N UW  |  T EY K S  |  AA R  |  M AA N AH JH ER  | ,Some new tasks for manager.,Some new types of furniture.,760.74,93,6
DH IH S  |  W EH R  |   |  AE M  | ,This were am.,That's where I am.,730.82,79,4
IH T  |  W AA Z  |  AH B AO L  |  D AY N  |  AH L AO NG  |  IH T  |  N AY T  | ,It was a cold and lonely night.,It was about nine o'clock at night.,758.6,102,8
HH AW  |  IH Z  |  S AO  |  B AE S  |  AE T  |  Y AO R  |  M UW  |  R AH F  | ,How is salt best at your new roof?,How is your boss at your new job?,836.08,103,9
W IH DH  |  IH Z  |  P R AA B AH B L IY  |  AH B AW T  |  W AH T  |  DH EH R  |  AA P F AH N T IY  |  IH Z  | ,Which is probably about what their opportunity is.,Which is probably about what their equity is.,703.33,118,9
M OY  |  S AO NG  |  IH Z  |  DH AH  |  M EY N  |  IH N  |  DH AH  |  G AA T ER AY  |  D AA K AH N  | ,My song is the moon in the gathering darkness.,My father is the man in the corduroy jacket.,883.6,114,10
DH EY  |  G EH T  |  R IH DH  |  EH N IY TH IH NG  | ,They can't get rid of anything.,They can't read anything.,1057.81,87,7
DH AH  |  T UW  |  S IY N Z  |  AH V  |  W AH T  |  AA R  |  AH P IY  | ,The two scenes of war are epic.,The two seats up front are empty.,643.47,101,8
IH T S  |  AH  |  P AA N S AH K AH L  |  D IH S IH ZH AH N  | ,It's a popsicle decision.,It's a personal decision.,648.7,92,6
SH IY  |  D AH Z AH N T  |  W AO L  | ,She doesn't walk.,She doesn't work.,604.3,81,4
K IY P  |  IH T  |  L IY N  |  P L IY Z  | ,"Keep it clean, please.",Keep it clean please.,1070.79,87,6
AY  |  TH IH NG K  |  IH N Z  |  JH AH S  |  DH AE T  |  Y UW  |  S IY  |  Y UW  |  K AE N Z AH Z  |  F R EH M AH B L IY  | ,I think it's just that you see your cousins frequently.,I think it's good that you see your cousins frequently.,794.25,127,11
AH B AW T  |  AW  |  M EH N IY  |  K AO L D Z  |  AH  |  Y UW  |  P EY D  |  AA N  |  DH IH S  |  S EH F T M IH M  | ,About how many calls have you made on this system?,About how many calls have you made on this system?,947.75,123,11
AY  |  D OW N T  |  N OW  |  W AH T  |  DH AH  |  TH IH NG K  |  AH B AW T  |  DH AE T  | ,I don't know what to think about that.,I don't know what you think about that.,732.36,107,9
IH T  |  S L AO R L IY  |  T R UW  |  W EH L  |  AH N D  |  AH T OY  |  DH AH  |  P EY L  |  AO L  | ,"It's slowly true, well, and a toy, the pale owl.","Eat slowly, chew well, and enjoy the meal.",778.07,116,14
AY D  |  L IY K  |  T UW  |  S IY  |  R IH L AH N S  |  AH V  |  DH AH  |  L AY M Z  | ,I'd like to see reliance on the lines.,I'd like to see Silence of the Lambs.,757.1,109,9
W IY  |  AA R  |  W AY T  |  S IH M P L IY  |  AE T  |  AH  |  P EY P IY  |  P OY N T  | ,We are quite simply at a tipping point.,"We are, quite simply, at a tipping point.",747.99,112,9
JH AH S T  |  F EH N IY  |  W AY L Z  |  N AO R TH  |  AH V  |  HH IY R  | ,Just twenty miles north of here.,Just forty miles north of here.,768.54,102,7
L OW  |  AE T  |  DH AH  |  S IH N S AH S AH S  | ,Low at the census.,Look at the statistics.,623.35,86,5
HH UW  |  D IH D  |  DH EY  |  P L EY  | ,Who did they play?,Who did they play?,804.68,82,5
L UW ZH AH Z  |  AO L  |  DH AH  |  W EY  |  AH AW N D  | ,Loses all the way around.,Losers all the way around.,693.26,91,7
AY  |  F T R UW V  |  AH  |  D AE N AH L IY  |  AY  |  DH EH N  | ,"I threw a tantrum, I think.",I drove a Cadillac back then.,798.47,96,9
AY  |  W UH D  |  DH EH M  |  T UW  |  K AH M  |  P UH K  |  AH P  |  DH IH S  |  Y IH R  | ,I want them to come pick up this year.,I want them to come back up next year.,713.35,110,10
Y UW  |  G IH D  |  AH N S AH S T AY D  |  DH IH NG Z  | ,You could unsustain things.,You don't understand this.,723.75,89,6
IH T  |  D EH Z AH N  |  S IY M  |  DH AE T  |  L OW  | ,Its design seems that low.,It doesn't seem that long.,761.21,91,6
AH  |  R IH L IY  |  G UH D  |  TH IH NG  |  T UW  |  D UW  | ,A really good thing to do.,A really good thing to do.,584.05,94,7
M AY  |  S AH N  |  JH AH S T  |  AH B AA P T AH N T  |  AH  |  K AE T  | ,My son just adopted a cat.,My son just adopted a cat.,698.75,100,7
DH AH  |  OW N L IY  |  AH DH ER  |  P L EY Z  |  HH AY V  |  EH V ER  |  V AH K EY N SH AH N  | ,The only other place I've ever vacationed.,The only other place I've ever vacationed.,931.04,109,9
B AH T  |  DH EY  |  HH AE V  |  S IH K S  |  OW V ER  |  DH EH R  | ,But they have six over there.,But they have snakes over there.,649.52,96,7
DH EY  |  HH AE D  |  S K ER NG T S  |  AH N D  |  T AO R IY  |  T AY M  |  AH N D  |  AH V R IY TH ER  | ,They had skirts and party time and everything.,They had snacks and story time and everything.,1328.56,116,9
