sample_id,phonemes,prediction,ground_truth,time_ms,tokens_in,tokens_out
t15.2024.07.28_b7_t19,N OW  |  AY  |  D IH D AH N T  |  G OW  |  T UW  |  DH AH  |  S T AO R  | ,"No, I didn’t go to the store.",No I didn't go to the store.,1150.43,99,13
t15.2024.07.28_b7_t20,W IY  |  W IH L  |  HH EH D  |  T UW  |  R EH L AH D AH  |  F AO R  |  V EY N EY SH AH N  | ,We will head to Relada for vaynation.,We will head to Florida for vacation.,1046.21,107,14
t15.2024.07.28_b7_t21,T EY K  |  AH  |  S T AE K S  |  AH V  |  B UH K S  |  AO R  |  S M AO L  |  K W AY AH T  |  T OY Z  | ,Take a stack of books or small quiet toys.,Take a stash of books or small quiet toys.,1011.27,116,13
t15.2024.07.28_b7_t22,AY  |  W UH D  |  R EH N T ER S IH D ER  |  W EH R  |  AY  |  W AA Z  |  B AY IH NG  |  IH T  |  F R AH M  | ,I would rentersider where I was buying it from,I would reconsider where I was buying it from.,933.52,116,13
t15.2024.07.28_b7_t23,IH T  |  W AA Z  |  W R EH N T IH N  |  AE T  |  AH  |  TH ER D  |  W R EH D  |  L EH V AH L  | ,It was renting at a third red level.,It was written at a third grade level.,850.27,110,12
t15.2025.01.10_b8_t0,DH EH R  |  N UW V AH  |  AH  |  N AA T  |  AH V  |  D AH T  |  R AH N S AY M Z  |  HH IY R  | ,There knew of a knot of that runs I’m here,They're doing a lot of good research here.,1198.12,110,14
t15.2025.01.10_b8_t1,IH F  |  IH T  |  D AH Z  |  DH AH  |  T AY M  | ,If it does the time,If it does the job.,857.89,86,8
t15.2025.01.10_b8_t2,D UW  |  Y UW  |  L IH NG  |  T UW  |  D IH V ER  | ,Do you like to diver,Do you like to travel?,866.37,87,8
t15.2025.01.10_b8_t3,DH AH  |  S T EY T  |  AH N D  |  DH AH  |  S AE T IY  |  AA R  |  K AH N T AH N T EY N T IY  |  IH T S  |  T AH L D  | ,The state and the saty are contentain t its told,The state and the city are contradicting each other.,1383.63,123,15
t15.2025.01.10_b8_t4,AY  |  D IH D  |  P R IH Z AH Z ER Z  |  R AY T  |  DH IH S  |  S AH K L UW ZH AH N  | ,I did presupposers write this conclusion,How did researchers reach this conclusion?,1095.57,104,12
t15.2025.01.10_b8_t5,Y UW  |  D OW N T  |  N IY D  |  AH  |  P AA S AH N  |  W AH N  | ,You don't need a person one,You don't need a personal one.,926.69,96,9
t15.2025.01.10_b8_t6,DH AH  |  M AE ZH ER  |  P AE S T  |  DH AH  |  HH AW S  |  B AY  |  AH  |  L IH Z AH N D  |  M UW T  | ,The measure passed the House by a lizard moot.,The measure passed the House by a landslide vote.,1165.25,114,14
t15.2025.01.10_b8_t7,DH EY  |  S EH T  |  HH AE Z  |  AH  |  L IH T AH L  |  B AH L AH N T  |  T UW  |  R EH D  | ,They said has a little bulletin to read,They sent us a little booklet to read.,884.81,108,11
t15.2025.01.10_b8_t8,W AY  |  IH Z  |  DH IH S  |  SH AA S  |  IH N  |  AE K S EY ZH UW AH AH L  |  TH IH NG  |  T UW  |  D UW  | ,Why is this just an occasional thing to do?,Why is this such an unusual thing to do?,1030.05,115,13
t15.2025.01.10_b8_t9,R IH P AO T  |  DH AH  |  R AY D Z  |  IH N  |  AO L  | ,Report the rides in all,Between the rows and all.,1002.06,89,8
t15.2025.01.10_b8_t10,W IY  |  HH AE V  |  AH  |  D EY G  |  T UW  |  S OW  |  G AA T  |  AE S  |  T UW  |  IH N  | ,We have a day to so got as to in,We have a dog too so that adds to it.,875.6,112,13
t15.2025.01.10_b8_t11,T UW  |  AH  |  S IY T  |  AA N  |  DH AH  |  M AH CH  | ,To a seat on the much,Take a seat on the bench.,742.38,91,9
t15.2025.01.10_b8_t13,M AY  |  HH AH Z B AH N D  |  IH Z  |  R IY L  |  IH N T UW  |  JH OY S T  |  T UW  | ,My husband is real into joist too,My husband is real into sports too.,896.28,107,11
t15.2025.01.10_b8_t15,AY  |  D OW N T  |  N OW  |  IH F  |  IH T  |  DH AA T  |  Y IH R IY AH  | ,I don't know if it that yearia,I don't know if it's that serious.,1156.34,100,11
t15.2025.01.10_b8_t16,AY M  |  G OW IH NG  |  T UW  |  F IH Z IH N  |  R EH L AH T IY  |  AH N D  |  D UW L UW Z UW T AH  | ,I'm going to visit a relative and do lose a tooth.,I'm going to visit Florida and Louisiana.,1218.56,111,15
t15.2025.01.10_b8_t17,K AA R Z  |  AH V  |  K AH M  |  D AW N  |  IH T  |  R AY S  |  S AH N EH V IH JH Y AH L  | ,Cars have come down; it rises on every vigil.,Cars have come down in price significantly.,1169.07,108,14
t15.2025.01.10_b8_t18,W EH N  |  W IY  |  B UH T  |  IH T  |  L AE S T  |  Y IH R  | ,When we bought it last year,When we bought it last year.,846.05,95,9
t15.2025.01.10_b8_t19,AY  |  K AY N D  |  AH V  |  W IY K S  |  DH AE T  |  DH EY  |  HH AE D  |  AH  |  L IH T AH L  |  L UH K  |  F AO R  |  DH AH  |  W AA Z  | ,I kind of weeks that they had a little look for the was,I kind of wish that they had a little league for the boys.,1004.16,135,16
t15.2025.01.10_b8_t20,AH N D  |  N AA T  |  IH Z  |  DH AH  |  M AH S T  |  B ER G  |  T UW  |  L ER D  |  TH R UW  | ,And not is the mustberg to lerd through,And that is the best book to go through.,966.21,111,13
t15.2025.01.10_b8_t21,IH T S  |  N AY D  |  T UW  |  HH AE V  |  AH  |  B AE D  |  D AO G  | ,It's nice to have a bad dog,It's nice to have a pet dog.,1052.16,98,10
t15.2025.01.10_b8_t22,DH AE T S  |  W AH N  |  G AA T  |  TH IH NG K  |  AH B AW T  |  EH V ER IY  |  AH  |  K AE N T  |  DH OW  | ,That's one got think about every a can't though,That's one good thing about having a cat though.,1010.46,116,12
t15.2025.01.10_b8_t23,DH EY  |  R EH S T  |  P IY P ER  |  S AE T AH D  |  L IH F IH NG  |  DH AH  |  D IH T ER  | ,They rest paper sat at a living the dinner,The rich people started leaving the city.,947.74,107,12
t15.2025.01.10_b8_t24,HH IY  |  W AH T  |  OW V ER  |  AO L  |  DH AE T  |  W IH DH  |  IH Z  |  D AE L T ER Z  | ,He what over all that with is dalters,He went over all that with his doctors.,864.36,108,12
t15.2025.01.12_b6_t0,AE K CH UW AH L IY  |  IH T  |  M EY K S  |  S EH K S  |  T UW  |  AH  |  S EH T ER N  |  IH K S T EH N T  | ,Actually it makes sense to a certain extent.,"Actually, it makes sense to a certain extent.",851.98,116,12
t15.2025.01.12_b6_t1,D EH Z AH N T  |  S EY M  |  L AY K  |  IH T  |  S OW  |  F AO R  | ,Doesn't seem like it so far,Doesn't seem like it so far.,946.2,96,10
t15.2025.01.12_b6_t2,W EH N  |  W AA Z  |  IH T  | ,When was it,When was it?,771.22,76,6
t15.2025.01.12_b6_t3,DH AE T S  |  AH  |  S AY AH N Z  |  IH N  |  IH N S EH L F  | ,That's a science in itself.,That's a science in itself.,774.44,92,9
t15.2025.01.12_b6_t4,B AH T  |  IH T  |  D IH D AH N T  |  G EH T  |  DH AH  |  HH AE P ER  |  P AA R T  |  AH V  |  M AY  |  M AA T IY  | ,But it didn’t get the happier part of my Marty.,But it didn't get the upper part of my body.,1900.03,122,15
t15.2025.01.12_b6_t5,W EH N  |  Y UW  |  D IH S AY D  |  T UW  |  M EY K  |  AH  |  S T EH P  | ,When you decide to make a step,When you decide to make the step.,1287.83,100,10
t15.2025.01.12_b6_t6,W IY  |  S EY M  |  T UW  |  AH R IY  |  AA N  |  DH AE T  | ,We seem to agree on that,We seem to agree on that.,915.42,94,9
t15.2025.01.12_b6_t7,G EH T  |  DH AH  |  R EH S AH P IY  |  F R AH M  |  DH EH M  | ,Get the recipe from them,Get the recipe from them.,931.21,93,8
t15.2025.01.12_b6_t8,AH B AW T  |  TH R IY  |  Y IH R Z  |  AH G OW  | ,About three years ago,About three years ago.,790.52,86,7
t15.2025.01.12_b6_t9,W AH T  |  SH AE L  |  W IY  |  D UW  | ,What shall we do,What shall we do?,778.87,82,7
t15.2025.01.12_b6_t10,DH AH  |  IH M Y UW N  |  S IH S T AH M  |  K AE N  |  S L OW  |  D AW N  |  AE T  |  F ER S T  | ,The immune system can slow down at first.,The immune system can slow down at first.,1107.57,111,12
t15.2025.01.12_b6_t12,AY  |  HH AE V  |  T UW  |  AH DH ER  |  S IH S T ER Z  | ,I have two other sisters,I have two other sisters.,831.6,89,8
t15.2025.01.12_b6_t13,AY  |  TH IH NG K  |  IH T  |  K UH D  |  AH V ER K T  |  DH AH  |  AW T K R AH M  | ,I think it could have worked the outcome,I think it could affect the outcome.,846.94,103,11
t15.2025.01.12_b6_t14,S AH M  |  AH V  |  DH AH  |  S T UW D IY N S  |  AA R  |  F AE L IY  |  DH AH  |  K L AE S  | ,Some of the students are failing the class.,Some of the students are failing the class.,864.23,111,12
t15.2025.01.12_b6_t15,N AW  |  AY  |  R IH M EH M B ER  |  IH T  | ,Now I remember it,Now I remember it.,859.8,83,7
t15.2025.01.12_b6_t16,AY M  |  SH UH R  |  Y UW  |  W IH L  |  F AY N D  |  S AH M TH IH NG  | ,I'm sure you will find something,I'm sure you will find something.,970.65,97,9
t15.2025.01.12_b6_t17,AH B AW T  |  DH AH  |  S EY M  |  AY  |  D R EH S  |  F AO R  |  S K UW L  | ,About the same I dress for school,About the same I dress for school.,913.25,101,10
t15.2025.01.12_b6_t18,AY  |  M IY N  |  HH IY Z  |  D UW IH NG  |  ER AW N T  | ,I mean he's doing around.,I mean he's doing alright.,1015.49,91,9
t15.2025.01.12_b6_t19,IH T  |  W AA Z  |  AH  |  R IY L  |  S P EH SH AH L  |  D EY  | ,It was a real special day.,It was a real special day.,1067.74,95,10
t15.2025.01.12_b6_t20,AY  |  G EH S  |  AY  |  N EH V ER  |  HH ER D  |  DH AH  |  HH IH S T ER IY  |  AH V  |  DH AE T  | ,I guess I never heard the history of that,I guess I never heard the history of that.,853.36,112,12
t15.2025.01.12_b6_t21,AY  |  W AO N T IH T  |  W AH N  |  DH EH M  |  T UW  |  B IY  |  AA N  |  D R EH G Z  | ,I wanted one of them to be on drugs.,I wouldn't want them to be on drugs.,992.21,108,13
t15.2025.01.12_b6_t22,DH AH  |  N EY B ER  |  AH K AO S  |  DH AH  |  S T R IY T  |  JH AH S T  |  M UW V D  |  IH N  | ,The neighbor across the street just moved in.,The neighbor across the street just moved in.,1080.72,112,12
t15.2025.01.12_b6_t23,AH  |  N AH S ER AH L  |  G EY S  |  IH K S P L OW ZH AH N  | ,A nasal gas explosion,A natural gas explosion.,1041.67,91,7
t15.2025.01.12_b6_t24,D IH S IH ZH AH N Z  |  DH AE T  |  AA R  |  B IY IH NG  |  M EY T  |  B AY  |  W ER L D  |  L EY T IY Z  | ,Decisions that are being made by world ladies,Decisions that are being made by world leaders.,1138.12,117,12
t15.2025.01.12_b7_t0,SH IY  |  W AA Z  |  D IH L IH V AH N  |  DH AH  |  N EH K S T  |  D EY  | ,She was delivering the next day.,She was delivered the next day.,916.99,99,10
t15.2025.01.12_b7_t1,AY  |  W AO D AH N T  |  S EY  |  IH T S  |  AE Z  |  B AE D  |  AE Z  |  N UW  |  Y UW  | ,I wouldn't say it's as bad as new you.,I wouldn't say it's as bad as New York.,867.38,109,13
t15.2025.01.12_b7_t2,HH IY  |  K UH D  |  G EH T  |  HH ER T  | ,He could get hurt,He could get hurt.,876.04,83,7
t15.2025.01.12_b7_t3,S AH M  |  AH V  |  DH EH M  |  AA R  |  AW ER  |  P R AA B L AH M Z  | ,Some of them are our problems,Some of them are our problems.,3059.52,97,9
t15.2025.01.12_b7_t4,HH UW  |  W AH D  |  DH EY  |  AE S K  |  F AO R  |  L AA F AH JH EY SH AH N  | ,Who would they ask for laugh-uh-jay-shun,Who would they ask for clarification?,1211.7,100,15
t15.2025.01.12_b7_t5,W IY  |  AO L  |  L AY K  |  M AY  |  OW L D AH S T  |  B R AH DH ER  | ,We all like my oldest brother,We all like my oldest brother.,934.17,98,9
t15.2025.01.12_b7_t7,D IH D  |  Y UW  |  S IY  |  EH N IY  |  AH V  |  DH OW Z  | ,Did you see any of those,Did you see any of those?,929.58,94,9
t15.2025.01.12_b7_t8,D OW N T  |  Y UW  |  HH EY T  |  DH AE T  | ,Don't you hate that,Don't you hate that?,951.39,83,7
t15.2025.01.12_b7_t9,IH T  |  W UH D  |  B IY  |  N AY S  |  IH F  |  DH AH  |  K UH D  |  DH AE T  |  DH EH M  |  T AH G EH DH ER  | ,It would be nice if they could do that them together.,It would be nice if they could get them together.,984.12,119,15
t15.2025.01.12_b7_t10,B AH T  |  D UW  |  Y UW  |  TH IH NG K  |  P IY L  |  G EY T S  |  SH UH D  |  R IH Z AY N  | ,But do you think Bill Gates should resign,But do you think Bill Gates should resign?,874.94,110,11
t15.2025.01.12_b7_t11,AA V IY D AE N T L IY  |  HH IY  |  W AA Z  |  IH L EH K T AH D  |  P R EH Z IH D AH D  | ,Evidently he was elected president.,Evidently he was elected president.,959.98,106,11
t15.2025.01.12_b7_t12,W IY  |  N AA T  |  HH AE F  |  W IY  |  P R IH T R IY N  |  HH IY R  |  AH N D  |  DH EH R  | ,We not have we pretrain here and there,We met half way between here and there.,825.36,113,12
t15.2025.01.12_b7_t13,AY M  |  G EH T IH NG  |  AH  |  G AA T  |  V IH L IY  |  HH IY R  | ,I'm getting a godly here.,I'm getting a gut feeling here.,802.15,97,10
t15.2025.01.12_b7_t14,T AH N  |  IH T  |  R EH N T AH F AY  |  DH AH  |  K AA S T  | ,"Turn it, rentify the cost.",Does it justify the cost?,876.39,92,11
t15.2025.01.12_b7_t16,W EH L  |  IH Z  |  IY NG L IH NG  |  T EY  |  IH T  |  IY Z IY  | ,"Well, is Englanding, Tay it easy.",While it's healing take it easy.,1144.99,97,13
t15.2025.01.12_b7_t17,S OW  |  DH AE T S  |  G AA T  |  OW V ER B AA D IY  |  IH K S AO R T IH D  | ,So that's got overbody extorted,So that's got everybody excited.,829.22,99,10
t15.2025.01.12_b7_t18,D IH D AH N T  |  M IY N  |  T UW  |  G AA T  |  Y UW  |  AO F  |  DH EH R  | ,Didn't mean to get you off there,Didn't mean to cut you off there.,1120.31,102,10
t15.2025.01.12_b7_t19,DH IY Z  |  G AA R Z  |  JH AH S T  |  W AH T  |  AH N T IH S SH AH N  | ,These are just what an tission,These guys just want attention.,922.84,98,10
t15.2025.01.12_b7_t21,T UW  |  R IH L IY  |  CH IH L AH N JH  |  DH EH M  | ,To really challenge them,To really challenge them.,858.18,88,7
t15.2025.01.12_b7_t22,IH T S  |  AE K S CH UW AH L IY  |  DH AH  |  F ER S T  |  K AA R  |  W IY  |  EH V ER  |  B AH T  |  Y UW  | ,It’s actually the first car we ever bought you.,It's actually the first car we ever bought new.,886.2,118,14
t15.2025.01.12_b7_t23,K AH M P IY N  |  DH IH NG S  |  K AH N T AY Z  |  IH Z  |  Y UW ZH AH W AH L IY  |  DH AH  |  W EY  |  T UW  |  G OW  | ,Competing things count as is usually the way to go,Keeping things concise is usually the way to go.,1122.34,123,14
t15.2025.01.12_b7_t24,W EH N  |  AY  |  HH AE D  |  M AY  |  M AE G AH Z IY N Z  |  AE T  |  HH OW M  | ,When I had my magazines at home,When I had my magazines at home.,880.75,103,10
t15.2025.01.12_b7_t25,DH AE T S  |  R IH L IY  |  F AH N IY  |  B AH T  |  AO L S OW  |  D IH S T OW B IH NG  | ,That's really funny but also disturbing,That's really funny but also disturbing.,948.23,106,9
t15.2025.03.14_b4_t0,IH  |  IH T  |  IY Z IH NG  |  G UW Z  |  OW L  |  OW L  |  N AO R  | ,I it easing goose owl owl nor,I hope everything works out up there.,745.63,98,10
t15.2025.03.14_b4_t1,IH  |  AH  |  L IY Z  |  DH AH  |  DH IH S  |  T IH G EY SH AH N  | ,I uh lease the this tigashion,Are you pleased with this decision?,1347.15,95,10
t15.2025.03.14_b4_t2,DH AH  |  D UW G  |  IH Z  |  JH AH S T  |  OW V L ER IY  |  DH AH  |  HH IY L  |  HH IY R  | ,The dog is just overly the heel here.,The town is just over the hill here.,1287.43,111,12
t15.2025.03.14_b4_t3,IH T  |  IH Z  |  D IH T AH T L L IY  |  D IH G L AH Z  | ,It is digitally digloss.,It is totally ridiculous.,806.94,90,9
t15.2025.03.14_b4_t4,IH T  |  AH DH ER  |  M OW S T  |  DH AH  |  IH Z  |  JH OY IH NG  |  T UW  |  B IY K  | ,It other most the is joying to beak,"In other words, there is a choice to make.",903.72,108,13
t15.2025.03.14_b4_t5,DH AE T  |  D UW  |  DH AH  |  F R AH M  |  B IH G  |  Y AO R  | ,That do the from big your,That does not seem quite fair.,816.4,94,9
t15.2025.03.14_b4_t6,DH IH T  |  IH Z  |  AA M ER G ER T IY  | ,This is a margarita,That is horrible.,720.25,81,8
t15.2025.03.14_b4_t7,F UH L  |  DH AH  |  JH AA G  |  T UW  |  DH AH  |  T AA G  |  W IH DH  |  B OW L IH NG  |  W AO T ER  | ,Full the jog to the tog with bowling water,Fill the jar to the top with boiling water.,900.91,114,12
t15.2025.03.14_b4_t8,IH T  |  W IH Z  |  AH  |  P R OY Z  |  T EH N  |  F IH F B AH L  |  G EY M  | ,It was a prize ten fifbble game,It was a prime time football game.,873.6,103,12
t15.2025.03.14_b4_t9,B AE T  |  T UW  |  S AE K AH G OW  | ,Bat to sacago,Not too long ago.,1060.87,79,7
t15.2025.03.14_b4_t10,IY  |  IH Z  |  HH AO D  |  P L IH L IY  |  G IH D  |  L AO K  |  DH IH S  |  Y IH R  | ,"He is hard, please get lock this year.",She has had really good luck this year.,941.05,108,13
t15.2025.03.14_b4_t11,AY  |  W EH N  |  P AE K  |  T UW  |  S K UW R  |  AH  |  D  |  G AA T  |  M IY  |  M IH S T AH Z  |  D IH G R IY  | ,I went back to school and got me a master's degree.,I went back to school and got my Master's degree.,995.82,125,15
t15.2025.03.14_b6_t0,AY  |  HH OW P  |  AH DH ER TH IH NG  |  W AH CH  |  AW T  |  AH P  |  DH EH R  | ,I hope other thing watch out up there,I hope everything works out up there.,880.51,100,11
t15.2025.03.14_b6_t1,AY  |  Y UW  |  P L EY Z  |  DH AH  |  DH IH S  |  IH Z  |  T AH M EY ZH AH N  | ,I you please the this is tomation,Are you pleased with this decision?,825.27,102,11
t15.2025.03.14_b6_t2,DH AH  |  T AW N  |  IH Z  |  JH AH S T  |  OW V ER  |  DH AH  |  IH L  |  HH IY R  | ,The town is just over the hill here.,The town is just over the hill here.,992.15,106,12
t15.2025.03.14_b6_t3,IH T  |  IH Z  |  T EH T AH L IY  |  R AH N IH SH AH N  |  L AE S  | ,It is totally runnishon lass,It is totally ridiculous.,1453.51,95,11
t15.2025.03.14_b6_t4,IH T  |  AH DH ER  |  W OW Z D Z  |  DH EH R  |  IH Z  |  AH  |  JH R OY  |  T UW  |  P EY K  | ,It | other | was | there | is | a | joy | to | bake,"In other words, there is a choice to make.",1039.44,112,20
t15.2025.03.14_b6_t5,DH AE T  |  D IH Z  |  DH AE T  |  S EY M  |  W AA T  |  F EH R  | ,That is that same what fair,That does not seem quite fair.,963.58,95,9
t15.2025.03.14_b6_t6,DH AE T  |  IH Z  |  K EH R AH B IH T ER  | ,That is carabiner,That is horrible.,1003.18,81,8
t15.2025.03.14_b6_t7,F IY L  |  DH AH  |  T R AY  |  T UW  |  DH AH  |  T AA M  |  W IH DH  |  B L OY IH NG  |  M AE T ER  | ,Feel the try to the tom with blowing matter.,Fill the jar to the top with boiling water.,1191.59,115,13
t15.2025.03.14_b6_t8,IH T  |  W AA Z  |  AH  |  B IH G  |  T AY M  |  S ER K AH L  |  G EY M  | ,It was a big time circle game,It was a prime time football game.,1001.9,100,10
t15.2025.03.14_b6_t9,B AH T  |  T UW  |  L AO K  |  AH G OW  | ,But to lock a go,Not too long ago.,763.04,82,8
t15.2025.03.14_b6_t10,SH IY  |  AH V  |  HH AE D  |  P R IH T IY  |  G UH D  |  L AY K  |  DH IH S  |  Y IH R  | ,She have had pretty good like this year,She has had really good luck this year.,1391.44,109,11
t15.2025.03.14_b6_t11,AY  |  W EH N T  |  B AY  |  T UW  |  S K AO L  |  AH N D  |  G AA N  |  M AY  |  W ER S AH Z  |  D IH G R IY  | ,I went by to school and got my versus degree,I went back to school and got my Master's degree.,1015.71,121,13
t15.2025.03.16_b5_t0,IH N  |  DH AH  |  N EH K S T  |  M AY V  |  Y IH R Z  | ,In the next five years,In the next five years.,739.93,90,8
t15.2025.03.16_b5_t1,G AE L AH JH  |  R EH D IH D  |  F AO R  |  K AH M P IH N AH T IY  |  S ER V AH S  |  IH Z  |  AH  |  G UH D  |  AY D IY AH  | ,Galaj Reddit for company service is a good idea,College credit for community service is a good idea.,1400.56,126,13
t15.2025.03.16_b5_t2,EH K S IH K AH L  |  AH N D  |  R IH G IH JH SH AH S  |  F IY L D Z  |  AA N D  |  N IY D  |  AH N D  |  M EH ZH ER  | ,Exical and rigidious fields and need and measure,Ethical and religious views on need and pleasure.,1803.47,123,13
t15.2025.03.16_b5_t3,DH AH  |  B EH S T  |  Y UW  |  W IY K S  |  AA R  |  AH  |  K EY S  |  IH T  |  P OY N T  | ,The best you weeks are a case it point,The past few weeks are a case in point.,1247.26,112,12
